45207,315,418,0.7535885167464115
990177,369,702,0.5256410256410257
45210,625,872,0.716743119266055
32160,67,112,0.5982142857142857
45212,642,851,0.754406580493537
917127,173,337,0.5133531157270029
45215,735,990,0.7424242424242424
32162,73,87,0.8390804597701149
45217,779,1011,0.7705242334322453
32207,434,635,0.6834645669291338
45220,571,734,0.7779291553133515
32165,39,53,0.7358490566037735
45222,248,295,0.8406779661016949
917130,198,276,0.717391304347826
45225,162,190,0.8526315789473684
32167,0,0,0
45227,0,0,0
990180,260,432,0.6018518518518519
917132,67,113,0.5929203539823009
32172,0,0,0
5155,4,7,0.5714285714285714
32175,0,0,0
917135,40,49,0.8163265306122449
32177,0,0,0
45247,0,0,0
990182,737,1179,0.6251060220525869
45250,0,0,0
32180,232,380,0.6105263157894737
45252,0,0,0
917137,0,0,0
32182,775,1136,0.6822183098591549
32185,560,725,0.7724137931034483
917140,0,0,0
32187,437,554,0.7888086642599278
47155,169,284,0.5950704225352113
990185,922,1172,0.7866894197952219
47157,335,539,0.62152133580705
32190,420,641,0.6552262090483619
47160,436,602,0.7242524916943521
47162,45,58,0.7758620689655172
32192,280,371,0.7547169811320755
5157,15,17,0.8823529411764706
32195,365,492,0.741869918699187
32197,544,631,0.8621236133122029
990187,694,892,0.7780269058295964
47177,72,97,0.7422680412371134
32210,493,714,0.6904761904761905
47180,639,1015,0.6295566502463055
920120,0,0,0
47182,702,1030,0.6815533980582524
47185,362,583,0.6209262435677531
32212,452,598,0.7558528428093646
47187,336,428,0.7850467289719626
47190,307,397,0.7732997481108312
920122,129,250,0.516
47192,531,666,0.7972972972972973
32215,520,706,0.7365439093484419
47195,538,684,0.7865497076023392
990190,535,880,0.6079545454545454
47197,427,535,0.7981308411214953
47200,353,423,0.83451536643026
920125,52,101,0.5148514851485149
47202,119,157,0.7579617834394905
32217,514,693,0.7417027417027418
47205,89,114,0.7807017543859649
5160,264,420,0.6285714285714286
47207,160,243,0.6584362139917695
47210,462,688,0.6715116279069767
920127,54,97,0.5567010309278351
47212,568,748,0.7593582887700535
32220,639,875,0.7302857142857143
47215,748,1071,0.6984126984126984
990192,220,256,0.859375
47217,632,843,0.7497034400948992
920130,179,326,0.549079754601227
47220,103,111,0.9279279279279279
32222,514,681,0.7547723935389133
47222,5,4,1.25
32225,392,705,0.5560283687943263
920132,44,111,0.3963963963963964
990195,0,0,0
32227,643,909,0.7073707370737073
47245,0,0,0
920135,43,82,0.524390243902439
47247,0,0,0
5162,558,714,0.7815126050420168
47252,0,0,0
32230,64,81,0.7901234567901234
920137,66,71,0.9295774647887324
920140,0,0,0
990200,116,162,0.7160493827160493
5165,538,705,0.7631205673758865
922122,0,0,0
990202,497,627,0.7926634768740032
922125,0,0,0
922127,117,210,0.5571428571428572
990205,237,295,0.8033898305084746
922130,364,724,0.5027624309392266
5167,534,730,0.7315068493150685
922132,196,321,0.6105919003115264
990207,237,358,0.6620111731843575
922135,404,912,0.44298245614035087
